MP,EDate,ETime,EPrice,XDate,XTime,XPrice,MAE,MAE_P,MAE_bn,MFE,MFE_P,MFE_Bn,FTE,ETD,MAEFE,MAEFE_p,MAEfe_nB,TradeRange,maxL2H,maxH2L,nBars,TradeN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380
1,04/13/2009,08:42,680.25,04/13/2009,09:18,674.25,-100,0,17,300,0,34,300,0,-12.5,0,17,0,0,0,37,11,12.5,-25,-12.5,0,-25,12.5,12.5,25,25,0,-25,0,37.5,25,-37.5,-62.5,-62.5,-50,-50,0,25,25,62.5,62.5,50,75,112.5,50,112.5,150,187.5,200,250,262.5,262.5,275,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,04/14/2009,08:33,681.5,04/14/2009,09:32,675.5,-212.5,0,15,300,0,59,300,0,-175,0,15,0,0,0,60,12,-62.5,0,12.5,-75,-137.5,-87.5,-62.5,-12.5,-100,-137.5,-150,-75,-75,-162.5,-162.5,-137.5,-125,-62.5,-37.5,-50,-12.5,-25,-25,-25,0,25,62.5,50,62.5,37.5,87.5,75,87.5,50,25,50,37.5,12.5,25,75,75,87.5,37.5,12.5,87.5,75,112.5,75,100,100,150,137.5,137.5,150,175,200,175,225,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,04/22/2009,08:32,673.75,04/22/2009,09:01,667.75,-50,0,2,300,0,7,300,0,0,0,1,0,0,0,30,13,0,37.5,100,112.5,200,187.5,250,200,187.5,162.5,175,200,150,162.5,112.5,137.5,112.5,87.5,50,12.5,75,137.5,125,175,212.5,250,225,250,237.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/05/2009,08:48,728.25,05/05/2009,14:51,726.25,-300,0,285,237.5,0,19,100,-137.5,-62.5,0,285,0,0,0,364,14,0,37.5,50,12.5,-12.5,37.5,12.5,87.5,75,112.5,87.5,100,137.5,25,87.5,50,125,125,200,187.5,162.5,87.5,50,75,75,100,175,150,175,187.5,125,150,162.5,112.5,162.5,100,25,25,0,62.5,25,0,37.5,-50,-62.5,-37.5,-62.5,-50,-50,-75,-100,-125,-112.5,-150,-162.5,-137.5,-125,-112.5,-112.5,-125,-137.5,-150,-175,-200,-162.5,-162.5,-175,-137.5,-162.5,-187.5,-237.5,-250,-275,-237.5,-187.5,-225,-237.5,-187.5,-187.5,-187.5,-212.5,-175,-187.5,-162.5,-137.5,-175,-175,-175,-162.5,-150,-175,-175,-187.5,-137.5,-162.5,-187.5,-175,-162.5,-162.5,-137.5,-137.5,-162.5,-137.5,-100,-100,-100,-112.5,-100,-100,-87.5,-50,-50,-62.5,-50,-25,-37.5,-37.5,-12.5,-25,-25,12.5,0,-25,0,-50,-25,-50,-62.5,-37.5,-12.5,-25,-50,-37.5,-75,-62.5,-75,-75,-75,-62.5,-62.5,-37.5,-50,0,-37.5,-25,-62.5,-50,-37.5,-37.5,-25,-12.5,-12.5,-12.5,25,-12.5,-25,-37.5,-62.5,-62.5,-37.5,-37.5,-25,-12.5,-12.5,-50,-37.5,-50,-62.5,-87.5,-112.5,-125,-125,-125,-137.5,-125,-137.5,-162.5,-150,-150,-137.5,-162.5,-137.5,-112.5,-112.5,-162.5,-150,-150,-112.5,-75,-112.5,-112.5,-100,-112.5,-137.5,-100,-75,-87.5,-62.5,-62.5,-25,-25,-37.5,-62.5,-37.5,-50,-100,-100,-87.5,-137.5,-162.5,-137.5,-125,-112.5,-87.5,-125,-125,-137.5,-162.5,-150,-150,-150,-175,-175,-175,-187.5,-200,-200,-200,-187.5,-187.5,-187.5,-162.5,-175,-162.5,-162.5,-150,-150,-162.5,-162.5,-187.5,-187.5,-162.5,-150,-87.5,-112.5,-112.5,-75,-87.5,-100,-100,-100,-100,-112.5,-125,-125,-125,-162.5,-150,-137.5,-112.5,-112.5,-112.5,-87.5,-87.5,-25,-37.5,-50,-50,-62.5,-50,-50,-75,-62.5,-62.5,-87.5,-87.5,-87.5,-212.5,-225,-225,-262.5,-262.5,-262.5,-262.5,-225,-225,-262.5,-225,-212.5,-175,-175,-187.5,-187.5,-212.5,-175,-200,-187.5,-212.5,-225,-200,-175,-112.5,-125,-137.5,-100,-137.5,-137.5,-137.5,-137.5,-100,-100,-112.5,-187.5,-162.5,-175,-150,-175,-137.5,-137.5,-87.5,-50,-62.5,-87.5,-87.5,-87.5,-137.5,-162.5,-125,-112.5,-100,-100,-87.5,-87.5,-125,-125,-100,-162.5,-112.5,-112.5,-50,-62.5,-75,-87.5,-50,-25,12.5,50,37.5,50,62.5,62.5,50,-12.5,25,25,25,50,25,62.5,87.5,125,125,87.5,100,,,,,,,,,,,,,,,,
1,05/11/2009,08:32,732.25,05/11/2009,14:51,734,-262.5,0,19,275,0,106,-87.5,-362.5,-137.5,0,19,0,0,0,380,15,0,62.5,87.5,100,12.5,25,25,-25,0,-37.5,-100,-125,-150,-162.5,-212.5,-187.5,-212.5,-200,-250,-187.5,-175,-175,-137.5,-150,-137.5,-112.5,-137.5,-150,-125,-175,-125,-125,-112.5,-112.5,-100,-37.5,-50,-75,-62.5,-62.5,0,25,0,37.5,-12.5,-12.5,25,12.5,37.5,50,62.5,62.5,25,12.5,12.5,62.5,12.5,0,-25,-62.5,-62.5,-37.5,-62.5,12.5,37.5,75,125,112.5,112.5,100,112.5,162.5,175,150,187.5,187.5,162.5,175,162.5,137.5,162.5,125,112.5,175,137.5,100,125,137.5,125,112.5,125,112.5,62.5,87.5,75,62.5,100,137.5,112.5,100,100,162.5,162.5,187.5,212.5,237.5,225,237.5,200,200,150,137.5,150,162.5,100,125,100,100,112.5,112.5,100,37.5,25,12.5,50,37.5,37.5,37.5,25,12.5,12.5,25,12.5,25,12.5,12.5,50,62.5,50,62.5,37.5,12.5,25,25,50,50,25,-12.5,-12.5,-50,-50,-50,-25,-37.5,-25,0,0,-12.5,-25,-12.5,-25,-37.5,-37.5,-50,-25,-12.5,-37.5,12.5,25,25,25,12.5,0,25,37.5,62.5,75,62.5,37.5,12.5,37.5,37.5,25,12.5,25,50,50,37.5,37.5,50,12.5,25,37.5,37.5,50,62.5,50,62.5,0,-37.5,-37.5,-37.5,-37.5,-62.5,-75,-37.5,-37.5,-25,-75,-62.5,-137.5,-137.5,-112.5,-125,-112.5,-100,-75,-75,-87.5,-62.5,-50,-12.5,-25,-12.5,-12.5,12.5,12.5,25,50,50,62.5,25,37.5,37.5,25,0,37.5,25,50,25,12.5,25,25,37.5,12.5,50,112.5,162.5,162.5,137.5,137.5,137.5,162.5,150,150,137.5,137.5,162.5,150,150,175,175,175,175,137.5,137.5,112.5,87.5,112.5,100,25,25,37.5,25,0,0,37.5,37.5,50,37.5,37.5,50,37.5,37.5,12.5,50,25,25,37.5,37.5,12.5,50,50,37.5,37.5,50,37.5,62.5,62.5,62.5,112.5,112.5,125,100,112.5,100,75,75,50,12.5,37.5,75,62.5,75,75,75,75,125,125,150,175,162.5,137.5,125,100,100,100,87.5,87.5,87.5,25,12.5,12.5,-12.5,12.5,25,12.5,37.5,12.5,75,62.5,75,37.5,50,50,62.5,100,50,37.5,-12.5,-12.5,-25,-87.5,-112.5,-112.5,-75,-100,-100,-62.5,-125,-112.5,-137.5,-150,-162.5,-137.5,-137.5,-150,-150,-175,-137.5,-100,-125,-62.5,-125,-100,-100,-75,-75,-87.5,-87.5
1,05/14/2009,08:48,718.75,05/14/2009,09:14,712.75,-75,0,9,300,0,22,300,0,0,0,1,0,0,0,27,16,12.5,37.5,-37.5,0,12.5,12.5,0,-50,-12.5,-62.5,0,-37.5,50,100,75,125,187.5,187.5,187.5,250,225,200,187.5,187.5,212.5,225,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/15/2009,08:32,724.75,05/15/2009,09:38,718.75,-87.5,0,44,300,0,5,300,0,0,0,1,0,0,0,67,17,37.5,50,100,212.5,225,212.5,150,100,87.5,37.5,-62.5,-25,-12.5,12.5,75,50,50,100,137.5,87.5,100,112.5,125,175,125,150,162.5,87.5,75,62.5,25,-25,-37.5,-25,-37.5,-12.5,-12.5,0,50,-62.5,50,-25,-25,-25,-37.5,12.5,0,-37.5,37.5,37.5,25,62.5,75,87.5,125,137.5,112.5,162.5,125,100,150,187.5,237.5,262.5,250,275,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/19/2009,08:32,742.5,05/19/2009,09:28,736.5,-112.5,0,30,300,0,8,300,0,0,0,1,0,0,0,57,18,12.5,12.5,-12.5,50,0,112.5,162.5,175,200,175,150,100,50,62.5,0,37.5,87.5,50,87.5,25,-25,-37.5,-37.5,-62.5,-62.5,-37.5,-37.5,-37.5,-87.5,-75,-50,-50,-75,-50,-25,0,0,0,37.5,50,75,50,50,75,75,62.5,112.5,100,112.5,75,87.5,25,87.5,112.5,175,187.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/07/2009,08:39,706,07/07/2009,10:39,713,-350,0,120,50,0,16,-350,-400,-262.5,0,120,0,0,0,121,19,-12.5,-25,-37.5,-62.5,-75,-50,-87.5,-75,-50,-62.5,-50,-62.5,-12.5,0,12.5,12.5,37.5,-37.5,-12.5,12.5,-50,-12.5,-100,-137.5,-162.5,-137.5,-125,-112.5,-137.5,-137.5,-112.5,-112.5,-150,-150,-187.5,-187.5,-187.5,-212.5,-175,-187.5,-175,-187.5,-162.5,-137.5,-137.5,-125,-175,-175,-150,-137.5,-150,-137.5,-150,-175,-187.5,-175,-187.5,-187.5,-237.5,-262.5,-250,-237.5,-225,-225,-212.5,-200,-187.5,-200,-200,-212.5,-200,-212.5,-212.5,-225,-212.5,-200,-187.5,-212.5,-250,-237.5,-212.5,-237.5,-237.5,-237.5,-237.5,-225,-212.5,-225,-225,-200,-162.5,-175,-162.5,-162.5,-175,-150,-175,-162.5,-162.5,-150,-150,-175,-162.5,-175,-175,-175,-187.5,-162.5,-175,-187.5,-212.5,-287.5,-262.5,-262.5,-287.5,-275,-275,-262.5,-287.5,-312.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/16/2009,09:07,765,07/16/2009,12:53,759,-25,0,1,300,0,33,300,0,0,0,1,0,0,0,227,20,12.5,50,50,62.5,37.5,37.5,50,12.5,87.5,75,112.5,125,112.5,62.5,75,37.5,37.5,62.5,62.5,75,125,150,137.5,150,200,200,200,212.5,187.5,237.5,237.5,225,225,212.5,212.5,200,200,212.5,212.5,262.5,262.5,225,212.5,225,212.5,175,175,212.5,250,212.5,162.5,200,150,162.5,150,175,187.5,200,175,225,225,212.5,187.5,175,150,112.5,112.5,112.5,125,112.5,100,87.5,50,87.5,87.5,87.5,100,100,112.5,100,75,87.5,100,87.5,37.5,37.5,62.5,62.5,50,50,62.5,87.5,87.5,112.5,100,125,137.5,100,112.5,100,125,112.5,100,100,100,100,100,112.5,100,112.5,125,162.5,187.5,212.5,175,175,175,175,200,200,200,175,175,175,187.5,200,212.5,200,200,187.5,175,175,162.5,187.5,187.5,200,187.5,187.5,187.5,187.5,212.5,212.5,212.5,225,187.5,200,200,237.5,212.5,212.5,212.5,187.5,200,175,187.5,175,175,212.5,200,212.5,212.5,212.5,187.5,212.5,212.5,237.5,237.5,212.5,187.5,162.5,175,150,162.5,137.5,162.5,175,162.5,162.5,162.5,125,137.5,125,112.5,100,100,87.5,100,100,112.5,125,125,125,137.5,137.5,125,125,137.5,137.5,125,112.5,125,112.5,112.5,112.5,112.5,112.5,125,112.5,112.5,112.5,112.5,100,100,125,137.5,162.5,187.5,175,187.5,187.5,212.5,225,237.5,237.5,250,225,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/24/2009,08:57,807,07/24/2009,12:32,801,-187.5,0,61,300,0,215,300,0,-87.5,0,61,0,0,0,216,21,0,-37.5,-50,-37.5,-100,-50,-75,-37.5,-37.5,0,12.5,-25,-25,-50,-50,-87.5,-25,12.5,-75,-50,-62.5,-37.5,-25,-37.5,-25,-50,-62.5,-87.5,-12.5,-50,-50,0,25,75,87.5,62.5,50,37.5,62.5,62.5,25,37.5,-37.5,-50,-25,-50,-25,-25,-62.5,-75,-50,-50,0,-25,-62.5,-112.5,-137.5,-137.5,-150,-137.5,-175,-150,-137.5,-137.5,-150,-162.5,-150,-100,-100,-112.5,-100,-137.5,-125,-137.5,-150,-112.5,-75,-75,-75,-50,-25,-37.5,-25,-12.5,25,25,37.5,25,12.5,12.5,25,37.5,25,37.5,62.5,75,62.5,112.5,87.5,87.5,87.5,87.5,87.5,100,87.5,100,62.5,75,75,62.5,75,62.5,87.5,100,87.5,112.5,75,87.5,87.5,87.5,100,125,162.5,200,187.5,187.5,200,175,187.5,175,175,175,200,212.5,212.5,225,225,187.5,187.5,212.5,200,212.5,212.5,175,187.5,175,162.5,150,162.5,162.5,175,175,162.5,175,162.5,175,150,162.5,162.5,150,150,137.5,150,162.5,212.5,212.5,187.5,212.5,200,225,225,225,225,200,200,225,187.5,200,187.5,175,137.5,137.5,150,162.5,137.5,162.5,150,162.5,150,137.5,150,162.5,150,150,162.5,162.5,162.5,175,162.5,162.5,200,200,212.5,225,237.5,237.5,200,200,225,212.5,212.5,237.5,225,225,275,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/27/2009,08:38,813.75,07/27/2009,09:03,807.75,-12.5,0,3,300,0,24,300,0,0,0,1,0,0,0,26,22,37.5,50,50,75,75,87.5,112.5,112.5,137.5,125,125,75,100,125,112.5,112.5,112.5,100,50,50,62.5,62.5,87.5,212.5,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/28/2009,09:14,811.75,07/28/2009,13:31,805.75,-250,0,85,300,0,238,300,0,-87.5,0,85,0,0,0,258,23,0,37.5,12.5,-37.5,-37.5,25,12.5,12.5,12.5,50,37.5,37.5,37.5,75,50,62.5,62.5,50,87.5,75,87.5,37.5,37.5,37.5,25,50,50,37.5,37.5,37.5,50,75,87.5,87.5,150,137.5,150,137.5,125,112.5,112.5,125,112.5,112.5,112.5,137.5,125,75,62.5,75,75,25,37.5,62.5,37.5,0,-25,-50,-62.5,-50,-62.5,-62.5,-75,-87.5,-37.5,-25,-25,-50,-37.5,-37.5,-37.5,-50,-62.5,-62.5,-100,-125,-112.5,-112.5,-137.5,-150,-162.5,-187.5,-212.5,-225,-237.5,-200,-200,-175,-187.5,-175,-200,-187.5,-175,-150,-137.5,-112.5,-137.5,-137.5,-112.5,-112.5,-112.5,-100,-112.5,-137.5,-100,-100,-100,-125,-137.5,-137.5,-125,-137.5,-175,-162.5,-137.5,-125,-100,-75,-75,-50,-62.5,-62.5,-50,-75,-62.5,-75,-75,-50,-75,-112.5,-100,-100,-87.5,-100,-100,-100,-112.5,-112.5,-100,-87.5,-87.5,-75,-50,-37.5,-25,-62.5,-62.5,-62.5,-62.5,-62.5,-87.5,-87.5,-87.5,-87.5,-87.5,-87.5,-112.5,-112.5,-125,-100,-125,-100,-125,-112.5,-125,-100,-75,-75,-100,-125,-125,-150,-162.5,-150,-162.5,-112.5,-75,-50,-37.5,12.5,12.5,0,12.5,0,-12.5,0,-25,0,25,37.5,25,25,37.5,25,25,37.5,12.5,37.5,25,12.5,37.5,-12.5,0,12.5,37.5,25,37.5,25,12.5,12.5,0,-12.5,-12.5,12.5,25,0,12.5,12.5,25,12.5,25,100,162.5,137.5,150,150,125,112.5,87.5,87.5,87.5,125,100,125,125,150,200,200,150,150,150,150,175,150,175,150,150,175,162.5,187.5,200,175,175,200,200,187.5,200,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/29/2009,08:32,809.5,07/29/2009,09:06,803.5,-112.5,0,12,300,0,34,300,0,0,0,1,0,0,0,35,24,50,62.5,87.5,37.5,-75,-75,-62.5,-62.5,-37.5,-50,-75,-87.5,-50,25,75,125,125,75,62.5,62.5,12.5,0,-12.5,0,-12.5,12.5,112.5,137.5,137.5,137.5,162.5,137.5,162.5,212.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08/04/2009,08:34,835,08/04/2009,10:11,829,-50,0,1,300,0,92,300,0,-12.5,0,2,0,0,0,98,25,-37.5,12.5,25,0,0,50,37.5,50,25,12.5,25,12.5,37.5,12.5,25,0,25,-25,0,37.5,37.5,12.5,75,112.5,100,112.5,125,212.5,187.5,175,125,175,150,125,137.5,162.5,137.5,137.5,187.5,212.5,200,200,175,225,175,175,125,87.5,150,125,100,112.5,100,37.5,25,37.5,75,50,37.5,50,62.5,87.5,87.5,100,125,100,87.5,125,125,175,175,162.5,175,162.5,175,187.5,175,175,175,162.5,150,187.5,212.5,200,200,175,200,237.5,225,225,237.5,250,237.5,250,262.5,237.5,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08/05/2009,08:32,816.75,08/05/2009,09:02,823.75,-350,0,30,100,0,12,-350,-450,-237.5,0,30,0,0,0,31,26,12.5,-25,-62.5,-62.5,-37.5,25,12.5,50,62.5,-37.5,12.5,62.5,62.5,37.5,25,-12.5,-100,-125,-125,-162.5,-175,-175,-150,-125,-162.5,-187.5,-237.5,-225,-175,-312.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
