MP,EDate,ETime,EPrice,XDate,XTime,XPrice,MAE,MAE_P,MAE_bn,MFE,MFE_P,MFE_Bn,FTE,ETD,MAEFE,MAEFE_p,MAEfe_nB,TradeRange,maxL2H,maxH2L,nBars,TradeN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380
1,07/11/2014,08:37,1910,07/11/2014,14:38,1904,-162.5,0,13,300,0,355,300,0,-100,0,13,0,0,0,362,275,12.5,-25,-75,-50,-50,-50,-75,-50,-75,-87.5,-100,-137.5,-137.5,-112.5,-50,-50,-50,-75,-100,-50,-50,12.5,12.5,-12.5,-50,-62.5,-37.5,-50,-75,-75,-62.5,-25,-62.5,-12.5,-12.5,-12.5,50,87.5,100,75,62.5,125,112.5,162.5,125,100,100,100,125,137.5,112.5,112.5,100,112.5,100,87.5,62.5,87.5,50,75,25,0,0,12.5,-37.5,-25,12.5,0,25,0,50,75,75,62.5,100,50,50,87.5,62.5,37.5,0,12.5,12.5,37.5,12.5,25,-12.5,25,12.5,37.5,12.5,12.5,62.5,50,50,62.5,50,25,25,25,25,-12.5,12.5,0,-25,-25,-37.5,-87.5,-50,-37.5,-37.5,-25,-25,-25,50,62.5,50,75,87.5,37.5,37.5,25,37.5,37.5,37.5,50,50,62.5,12.5,0,25,12.5,12.5,-12.5,-37.5,-12.5,-37.5,-12.5,-12.5,-12.5,-12.5,0,-25,-25,-25,-37.5,-37.5,-50,-12.5,-25,0,-25,0,0,12.5,-37.5,-37.5,-37.5,0,-12.5,0,25,0,0,0,-37.5,-37.5,-25,-25,-12.5,-50,-50,-62.5,-12.5,-12.5,-37.5,-37.5,-12.5,-12.5,-12.5,-25,-25,-12.5,-12.5,-12.5,0,12.5,0,0,0,-25,-25,-37.5,-25,-25,-25,-12.5,0,25,50,37.5,37.5,25,37.5,37.5,62.5,75,75,87.5,100,100,87.5,75,87.5,87.5,75,87.5,75,75,75,100,137.5,125,125,137.5,137.5,162.5,150,162.5,137.5,162.5,150,137.5,162.5,137.5,137.5,125,125,112.5,125,125,125,112.5,100,112.5,112.5,112.5,112.5,125,137.5,150,137.5,150,137.5,137.5,125,112.5,125,125,137.5,137.5,137.5,112.5,125,150,137.5,137.5,137.5,150,175,175,175,187.5,187.5,187.5,187.5,187.5,187.5,175,162.5,175,175,162.5,175,175,175,187.5,175,200,212.5,225,225,225,212.5,237.5,225,225,237.5,237.5,250,250,237.5,237.5,237.5,225,225,225,262.5,237.5,237.5,225,237.5,250,212.5,225,212.5,212.5,212.5,200,212.5,187.5,187.5,200,187.5,212.5,162.5,187.5,200,187.5,200,212.5,212.5,212.5,237.5,212.5,200,187.5,200,200,200,225,225,212.5,225,212.5,225,212.5,212.5,212.5,225,237.5,250,275,275,275,275,275,275,275,275,275,300,,,,,,,,,,,,,,,,,,
1,07/21/2014,08:32,1913.5,07/21/2014,14:51,1910,-287.5,0,74,262.5,0,356,175,-87.5,-137.5,0,74,0,0,0,380,276,25,50,112.5,37.5,-12.5,0,-37.5,-50,-12.5,12.5,-50,-50,-25,12.5,25,25,75,50,37.5,25,75,112.5,112.5,137.5,125,112.5,112.5,125,100,62.5,50,12.5,37.5,50,50,62.5,62.5,37.5,12.5,-50,-75,-50,-37.5,-50,25,12.5,-25,-37.5,-50,-50,-37.5,-12.5,-25,-12.5,-12.5,0,-12.5,-37.5,0,-75,-75,-62.5,-50,-75,-62.5,-100,-125,-137.5,-162.5,-187.5,-187.5,-225,-262.5,-237.5,-212.5,-212.5,-200,-200,-225,-187.5,-200,-200,-225,-187.5,-162.5,-175,-200,-187.5,-225,-250,-250,-200,-212.5,-212.5,-200,-187.5,-150,-150,-175,-175,-200,-200,-162.5,-187.5,-187.5,-212.5,-200,-200,-175,-150,-150,-112.5,-100,-112.5,-87.5,-75,-50,-25,-37.5,-75,-37.5,-62.5,-87.5,-87.5,-62.5,-100,-75,-75,-75,-62.5,-50,-37.5,-50,-75,-100,-137.5,-150,-112.5,-112.5,-75,-100,-87.5,-112.5,-75,-75,-75,-37.5,0,12.5,-12.5,-25,-37.5,-12.5,-25,-37.5,-62.5,-37.5,-50,-37.5,-37.5,-50,-25,-25,-12.5,-25,-12.5,-12.5,-37.5,-25,-25,-12.5,-25,-37.5,-50,-62.5,-50,-62.5,-62.5,-75,-75,-62.5,-50,-50,-37.5,-25,-12.5,0,-12.5,-12.5,-12.5,-12.5,-25,-12.5,-37.5,-50,-50,-37.5,-25,-37.5,-37.5,-25,-37.5,-50,-37.5,-50,-37.5,-50,-50,-37.5,-62.5,-37.5,-50,-37.5,-37.5,-37.5,-25,12.5,25,12.5,25,50,50,50,50,50,62.5,50,50,87.5,100,112.5,125,125,112.5,112.5,100,87.5,125,150,150,137.5,137.5,125,150,150,137.5,100,112.5,125,137.5,137.5,175,200,212.5,225,200,187.5,212.5,225,200,212.5,200,187.5,200,187.5,187.5,200,175,200,212.5,212.5,212.5,187.5,187.5,200,200,212.5,225,225,212.5,237.5,237.5,225,225,212.5,175,200,150,162.5,175,175,162.5,175,175,187.5,137.5,137.5,150,150,150,162.5,162.5,137.5,125,112.5,125,137.5,137.5,150,150,162.5,187.5,187.5,187.5,187.5,175,150,175,175,175,187.5,187.5,237.5,237.5,212.5,212.5,212.5,200,212.5,200,200,212.5,237.5,212.5,212.5,212.5,175,175,200,175,200,175,212.5,200,200,200,212.5,200,200,200,212.5,200,225,212.5,250,237.5,262.5,225,250,237.5,225,237.5,212.5,225,237.5,212.5,200,200,212.5,200,212.5,200,200,200,187.5,200,187.5,187.5,175,175
1,08/05/2014,08:33,1878,08/05/2014,10:22,1872,-212.5,0,33,300,0,61,300,0,0,0,1,0,0,0,110,277,0,12.5,37.5,62.5,100,112.5,137.5,187.5,175,187.5,150,187.5,150,112.5,112.5,112.5,50,12.5,-125,-100,-100,-100,-137.5,-150,-112.5,-50,-62.5,-62.5,25,-50,-100,-162.5,-137.5,-50,-50,-87.5,-25,-12.5,75,37.5,75,25,25,-37.5,25,87.5,37.5,12.5,75,50,50,87.5,137.5,100,87.5,75,100,150,112.5,200,237.5,287.5,237.5,212.5,237.5,212.5,175,187.5,200,200,175,162.5,137.5,175,200,225,237.5,262.5,225,162.5,162.5,162.5,175,162.5,187.5,162.5,50,87.5,50,112.5,12.5,-12.5,0,37.5,75,62.5,62.5,25,50,50,100,150,187.5,225,200,200,225,237.5,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08/22/2014,08:35,1926.25,08/22/2014,14:51,1927.25,-250,0,88,237.5,0,40,-50,-287.5,-75,0,12,0,0,0,377,278,12.5,-25,-37.5,12.5,0,12.5,0,-25,-50,-62.5,-87.5,-50,-62.5,-37.5,-37.5,-37.5,0,-12.5,-50,-12.5,-37.5,-12.5,-12.5,-12.5,0,50,-12.5,-25,75,50,0,25,37.5,187.5,150,175,137.5,200,212.5,187.5,175,175,150,62.5,112.5,100,100,75,37.5,75,100,100,125,100,112.5,125,175,175,212.5,200,162.5,175,150,25,37.5,62.5,50,37.5,12.5,0,25,12.5,-12.5,25,50,37.5,37.5,25,12.5,0,-37.5,-50,-50,-112.5,-150,-175,-200,-187.5,-175,-150,-100,-150,-125,-137.5,-50,-37.5,-62.5,-25,-62.5,-37.5,0,-50,-50,-37.5,-37.5,-37.5,-50,-62.5,-75,-37.5,-25,-12.5,-25,37.5,50,50,62.5,50,37.5,25,37.5,25,25,-12.5,-25,-25,-25,0,12.5,0,-25,-12.5,-37.5,-25,-37.5,-37.5,12.5,12.5,37.5,25,12.5,12.5,37.5,25,0,12.5,25,62.5,50,50,0,-12.5,-12.5,-25,-12.5,12.5,0,12.5,12.5,25,25,12.5,25,37.5,50,50,75,75,62.5,75,125,125,150,125,125,137.5,150,150,162.5,150,150,150,137.5,137.5,112.5,112.5,100,112.5,125,125,137.5,112.5,125,100,112.5,112.5,112.5,125,125,125,125,112.5,125,112.5,112.5,112.5,100,112.5,112.5,100,87.5,75,87.5,87.5,87.5,87.5,100,100,87.5,87.5,100,112.5,112.5,112.5,125,100,112.5,100,87.5,87.5,87.5,87.5,137.5,125,137.5,137.5,162.5,162.5,162.5,150,137.5,150,112.5,125,137.5,137.5,112.5,137.5,150,150,150,137.5,125,137.5,150,150,162.5,137.5,150,137.5,125,137.5,137.5,125,100,112.5,112.5,100,100,112.5,100,50,37.5,37.5,50,62.5,62.5,25,37.5,62.5,62.5,87.5,75,75,75,62.5,50,62.5,50,50,37.5,62.5,50,50,62.5,25,-12.5,-37.5,25,25,-12.5,0,-37.5,-75,-75,-37.5,-50,-12.5,12.5,12.5,37.5,12.5,12.5,12.5,12.5,12.5,50,50,37.5,50,25,37.5,25,12.5,25,25,37.5,12.5,25,37.5,25,37.5,62.5,100,112.5,125,125,125,137.5,125,125,137.5,137.5,125,150,137.5,100,100,112.5,112.5,112.5,100,75,87.5,62.5,87.5,37.5,62.5,0,50,37.5,25,37.5,25,37.5,37.5,37.5,37.5,25,-12.5,-50,-50,-62.5,-62.5,-37.5,-50,-50,,,
1,09/05/2014,08:35,1948.25,09/05/2014,11:32,1942.25,-312.5,0,68,300,0,177,300,0,-187.5,0,68,0,0,0,178,279,-25,-100,-125,-87.5,-112.5,-162.5,-187.5,-225,-200,-100,-100,-25,-12.5,25,50,50,50,25,12.5,0,0,37.5,87.5,112.5,87.5,62.5,62.5,50,50,12.5,-12.5,-62.5,-25,0,37.5,25,25,25,-25,-62.5,-75,-50,-125,-150,-125,-175,-100,-137.5,-100,-112.5,-150,-175,-150,-112.5,-100,-125,-162.5,-137.5,-250,-175,-137.5,-100,-125,-125,-187.5,-262.5,-287.5,-250,-225,-225,-212.5,-212.5,-175,-175,-212.5,-237.5,-200,-175,-150,-125,-87.5,-100,-112.5,-100,-125,-137.5,-112.5,-112.5,-137.5,-137.5,-37.5,-75,-37.5,0,0,0,-25,-50,-50,-62.5,-87.5,-50,-37.5,-37.5,-50,-37.5,-25,-25,-37.5,0,0,0,0,0,-37.5,12.5,37.5,12.5,12.5,12.5,-37.5,0,0,0,-25,-50,0,12.5,25,62.5,37.5,75,75,62.5,37.5,50,62.5,100,87.5,112.5,125,162.5,150,150,112.5,112.5,137.5,112.5,125,125,125,137.5,162.5,137.5,100,112.5,112.5,137.5,162.5,150,187.5,187.5,175,137.5,137.5,175,150,162.5,150,125,187.5,187.5,200,237.5,237.5,237.5,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/08/2014,09:20,1930,09/08/2014,12:33,1937,-350,0,192,125,0,65,-350,-475,-212.5,0,192,0,0,0,194,280,-25,12.5,-50,-50,-62.5,-62.5,-25,-50,-25,-50,-37.5,-37.5,-87.5,-137.5,-125,-112.5,-100,-137.5,-112.5,-137.5,-87.5,-62.5,-75,-62.5,-75,-62.5,-37.5,-50,-37.5,-25,-37.5,-37.5,-37.5,-50,-50,-75,-50,-25,-37.5,25,25,37.5,0,12.5,-12.5,0,-12.5,12.5,50,37.5,62.5,25,50,62.5,25,12.5,25,25,12.5,37.5,62.5,75,100,112.5,87.5,87.5,62.5,87.5,100,112.5,62.5,62.5,75,87.5,87.5,100,87.5,87.5,75,62.5,50,37.5,62.5,50,37.5,50,62.5,62.5,25,12.5,0,-12.5,-62.5,-75,-50,-62.5,-37.5,-50,-62.5,-50,-75,-75,-50,-50,-50,-87.5,-87.5,-87.5,-62.5,-62.5,-50,-62.5,-50,-62.5,-62.5,-50,-62.5,-87.5,-87.5,-75,-87.5,-75,-62.5,-75,-87.5,-75,-75,-75,-62.5,-62.5,-50,-37.5,-50,-50,-25,-37.5,-50,-25,-25,-25,-37.5,-37.5,-12.5,-25,0,12.5,0,0,-12.5,-50,-25,-25,-37.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-37.5,-25,-25,-37.5,-25,-25,-50,-87.5,-87.5,-112.5,-100,-125,-112.5,-100,-75,-100,-100,-125,-125,-162.5,-287.5,-250,-275,-237.5,-212.5,-237.5,-237.5,-212.5,-250,-250,-300,-325,-337.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/09/2014,08:32,1924.75,09/09/2014,09:22,1931.75,-350,0,31,37.5,0,1,-350,-387.5,-287.5,0,31,0,0,0,51,281,-62.5,-125,-100,-75,-162.5,-150,-225,-175,-137.5,-137.5,-125,-187.5,-137.5,-125,-137.5,-100,-75,-37.5,-100,-150,-150,-225,-187.5,-200,-187.5,-212.5,-212.5,-225,-250,-275,-312.5,-312.5,-225,-200,-175,-175,-175,-137.5,-150,-200,-200,-212.5,-200,-212.5,-250,-287.5,-237.5,-262.5,-237.5,-325,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/10/2014,08:39,1941,09/10/2014,12:08,1935,-287.5,0,63,300,0,167,300,0,-225,0,63,0,0,0,210,282,-25,-62.5,-100,-100,-100,-100,-87.5,-62.5,-12.5,-12.5,-25,-12.5,-75,-150,-137.5,-125,-162.5,-200,-162.5,-162.5,-175,-150,-187.5,-150,-150,-137.5,-225,-187.5,-150,-75,-87.5,-50,-62.5,-37.5,-50,-25,-50,-25,-75,-75,-100,-162.5,-162.5,-187.5,-150,-150,-162.5,-187.5,-100,-100,-62.5,-75,-112.5,-87.5,-112.5,-175,-162.5,-275,-250,-250,-212.5,-250,-200,-137.5,-150,-162.5,-75,-87.5,-87.5,-137.5,-112.5,-150,-100,-125,-150,-150,-87.5,-100,-137.5,-187.5,-162.5,-162.5,-150,-187.5,-162.5,-150,-187.5,-175,-225,-237.5,-162.5,-175,-162.5,-125,-125,-75,-12.5,-37.5,-37.5,-25,-25,-25,-75,-62.5,-50,-37.5,12.5,-37.5,-37.5,-25,-25,-12.5,0,25,37.5,0,-12.5,0,37.5,75,75,87.5,75,62.5,50,50,62.5,62.5,37.5,25,62.5,50,50,37.5,62.5,62.5,50,87.5,87.5,62.5,62.5,62.5,37.5,50,12.5,12.5,25,25,25,25,12.5,25,25,12.5,25,50,37.5,62.5,112.5,100,125,125,112.5,150,137.5,200,225,225,200,187.5,187.5,187.5,200,200,175,175,187.5,187.5,175,162.5,150,162.5,162.5,162.5,200,150,175,212.5,200,200,187.5,200,187.5,187.5,200,200,200,187.5,150,150,125,137.5,137.5,162.5,175,200,225,225,225,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/11/2014,09:39,1939.5,09/11/2014,10:18,1933.5,-25,0,3,300,0,29,300,0,0,0,1,0,0,0,40,283,25,50,-12.5,12.5,25,37.5,25,37.5,25,75,87.5,87.5,62.5,87.5,112.5,87.5,112.5,75,50,62.5,162.5,150,175,162.5,175,212.5,250,237.5,262.5,262.5,250,237.5,237.5,237.5,275,250,237.5,275,287.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/12/2014,08:32,1921.75,09/12/2014,09:05,1928.75,-350,0,33,37.5,0,1,-350,-387.5,-250,0,33,0,0,0,34,284,12.5,0,0,-12.5,12.5,0,-62.5,-75,-137.5,-162.5,-175,-150,-137.5,-150,-150,-137.5,-187.5,-162.5,-100,-137.5,-150,-137.5,-162.5,-175,-162.5,-187.5,-200,-200,-237.5,-162.5,-187.5,-250,-262.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/16/2014,08:32,1932.75,09/16/2014,08:51,1926.75,-12.5,0,1,300,0,19,300,0,0,0,1,0,0,0,20,285,37.5,75,75,75,150,137.5,150,125,75,162.5,112.5,112.5,125,175,175,225,225,212.5,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/22/2014,08:32,1933.25,09/22/2014,09:32,1940.25,-350,0,57,75,0,1,-350,-425,-250,0,57,0,0,0,61,286,25,12.5,-37.5,12.5,-62.5,-50,-37.5,-75,-75,-137.5,-125,-137.5,-162.5,-162.5,-137.5,-137.5,-75,-87.5,-100,-112.5,-87.5,-112.5,-100,-87.5,-112.5,-100,-100,-87.5,-125,-137.5,-150,-112.5,-100,-112.5,-100,-62.5,-37.5,-12.5,0,-25,-37.5,-25,-12.5,-62.5,-137.5,-162.5,-162.5,-187.5,-175,-187.5,-187.5,-200,-212.5,-237.5,-250,-287.5,-300,-262.5,-250,-312.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/25/2014,08:32,1920.5,09/25/2014,08:49,1927.5,-350,0,17,62.5,0,6,-350,-412.5,-200,0,17,0,0,0,18,287,-75,-50,-50,-12.5,37.5,50,12.5,-50,-50,-87.5,-112.5,-175,-175,-212.5,-187.5,-162.5,-262.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10/01/2014,08:33,1896.5,10/01/2014,08:40,1903.5,-350,0,7,37.5,0,1,-350,-387.5,-175,0,7,0,0,0,8,288,-25,-50,-25,-112.5,-162.5,-150,-187.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10/09/2014,08:36,1892.5,10/09/2014,08:59,1899.5,-350,0,22,162.5,0,5,-350,-512.5,-162.5,0,22,0,0,0,24,289,-37.5,12.5,50,62.5,150,75,0,62.5,100,100,12.5,-12.5,37.5,-37.5,12.5,-100,-150,-162.5,-137.5,-112.5,-200,-300,-300,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10/27/2014,08:32,1912,10/27/2014,09:44,1906,-287.5,0,33,300,0,72,300,0,-162.5,0,33,0,0,0,73,290,-12.5,-12.5,37.5,62.5,12.5,-37.5,62.5,75,87.5,25,-12.5,37.5,112.5,87.5,50,-37.5,-50,0,-62.5,-175,-162.5,-175,-187.5,-162.5,-187.5,-200,-150,-150,-100,-175,-200,-187.5,-250,-250,-200,-200,-125,-162.5,-75,-75,0,0,12.5,25,37.5,37.5,87.5,75,75,50,37.5,25,25,100,50,25,37.5,37.5,37.5,25,-37.5,-37.5,-12.5,-25,-50,-50,12.5,37.5,0,0,100,237.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
